client_id,cutoff_date,target_next_recurring_merchant,confidence,label_unsup,label_chatgpt,label_trainonly,conf_unsup,conf_chatgpt,conf_trainonly,n_sources_agree
U000313,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.4023,0.67,0.5758,3
U000314,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.7537,0.72,0.8822,3
U000315,2026-01-01,cloud,0.9667,cloud,cloud,software,0.4319,0.67,0.3061,2
U000316,2026-01-01,cloud,0.9948,software,cloud,cloud,0.4567,0.64,0.5087,2
U000317,2026-01-01,music,0.9999,music,music,music,0.2636,0.58,0.4254,3
U000318,2026-01-01,gym,0.99,none,gym,gym,0.3154,0.65,0.4967,2
U000319,2026-01-01,software,0.9973,none,software,software,1.0,0.76,0.5189,2
U000320,2026-01-01,none,0.8193,none,gym,none,0.3241,0.56,0.9985,2
U000321,2026-01-01,none,0.6112,none,insurance,none,0.5657,0.79,0.9993,2
U000322,2026-01-01,software,0.9973,none,software,software,0.3496,0.68,0.4213,2
U000323,2026-01-01,none,0.9872,none,none,none,0.5256,0.65,0.8995,3
U000324,2026-01-01,cloud,0.9946,streaming,cloud,cloud,0.3539,0.48,0.5862,2
U000325,2026-01-01,mobile,0.9877,cloud,mobile,mobile,0.6475,0.64,0.6657,2
U000326,2026-01-01,cloud,0.9695,cloud,cloud,mobile,0.5352,0.5700000000000001,0.7347,2
U000327,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.2198,0.66,0.547,3
U000328,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.4904,0.8300000000000001,0.5146,3
U000329,2026-01-01,software,0.7126,music,none,software,0.6017,0.73,0.7859,1
U000330,2026-01-01,cloud,0.9964,none,cloud,cloud,0.368,0.5700000000000001,0.5581,2
U000331,2026-01-01,none,0.9872,none,none,none,0.4689,0.66,1.0,3
U000332,2026-01-01,music,0.9999,music,music,music,0.4851,0.58,0.6703,3
U000333,2026-01-01,none,0.9872,none,none,none,0.3072,0.46,0.9999,3
U000334,2026-01-01,mobile,0.9948,none,mobile,mobile,0.3401,0.68,0.485,2
U000335,2026-01-01,music,0.991,cloud,music,music,0.3828,0.5700000000000001,0.4849,2
U000336,2026-01-01,software,0.9951,streaming,software,software,0.4915,0.76,0.8943,2
U000337,2026-01-01,mobile,0.9892,streaming,mobile,mobile,0.5497,0.62,0.5656,2
U000338,2026-01-01,gym,0.99,none,gym,gym,0.3848,0.61,0.7385,2
U000339,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.5735,0.8200000000000001,0.7058,3
U000340,2026-01-01,none,0.9872,none,none,none,0.5,0.78,0.8863,3
U000341,2026-01-01,software,0.9973,none,software,software,0.3296,0.6900000000000001,0.4535,2
U000342,2026-01-01,music,0.9932,streaming,music,music,0.4003,0.72,0.5924,2
U000343,2026-01-01,gym,0.9996,gym,gym,gym,1.0,0.8200000000000001,0.8881,3
U000344,2026-01-01,mobile,0.9065,mobile,mobile,gym,0.3207,0.72,0.6195,2
U000345,2026-01-01,software,0.975,cloud,software,software,0.7235,0.66,0.5344,2
U000346,2026-01-01,gym,0.9891,cloud,gym,gym,0.5187,0.6900000000000001,0.5741,2
U000347,2026-01-01,insurance,0.9365,insurance,insurance,none,1.0,0.8200000000000001,0.539,2
U000348,2026-01-01,software,0.9064,software,music,software,0.395,0.54,0.4101,2
U000349,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.6455,0.76,0.8864,3
U000350,2026-01-01,none,0.6107,none,software,none,0.4062,0.6900000000000001,0.8993,2
U000351,2026-01-01,none,0.646,software,cloud,none,0.4589,0.62,0.983,1
U000352,2026-01-01,none,0.4975,cloud,software,none,0.5679,0.56,0.5361,1
U000353,2026-01-01,none,0.8525,none,mobile,none,0.397,0.66,0.8964,2
U000354,2026-01-01,software,0.9973,none,software,software,0.278,0.68,0.5135,2
U000355,2026-01-01,none,0.8525,none,mobile,none,0.6253,0.54,0.9991,2
U000356,2026-01-01,music,0.9258,music,mobile,music,0.4037,0.59,0.3448,2
U000357,2026-01-01,streaming,0.9338,streaming,streaming,gym,0.4165,0.54,0.6103,2
U000358,2026-01-01,mobile,0.9948,none,mobile,mobile,0.3724,0.6900000000000001,0.7246,2
U000359,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.7055,0.8200000000000001,0.8587,3
U000360,2026-01-01,none,0.4327,insurance,gym,none,0.3364,0.72,0.8182,1
U000361,2026-01-01,streaming,0.9023,streaming,insurance,streaming,0.6567,0.48,0.4524,2
U000362,2026-01-01,none,0.8525,none,mobile,none,0.557,0.58,0.6889,2
U000363,2026-01-01,none,0.9872,none,none,none,0.5,0.76,0.9523,3
U000364,2026-01-01,none,0.8343,none,cloud,none,0.3053,0.53,0.9346,2
U000365,2026-01-01,music,0.9687,music,music,none,0.722,0.48,0.8906,2
U000366,2026-01-01,software,0.9996,software,software,software,0.3526,0.53,0.7764,3
U000367,2026-01-01,none,0.9186,mobile,none,none,0.4641,0.59,0.9849,2
U000368,2026-01-01,software,0.7633,none,gym,software,0.3979,0.72,0.7098,1
U000369,2026-01-01,music,0.9999,music,music,music,0.4422,0.8200000000000001,0.7678,3
U000370,2026-01-01,mobile,0.989,insurance,mobile,mobile,0.5,0.78,0.8711,2
U000371,2026-01-01,software,0.9996,software,software,software,1.0,0.78,0.8627,3
U000372,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.4928,0.59,0.7024,3
U000373,2026-01-01,insurance,0.6771,streaming,insurance,none,0.4037,0.53,0.9952,1
U000374,2026-01-01,none,0.6107,none,software,none,0.6889,0.97,0.5381,2
U000375,2026-01-01,none,0.9872,none,none,none,0.7576,0.8200000000000001,0.834,3
U000376,2026-01-01,music,0.9971,mobile,music,music,0.4355,0.56,0.6899,2
U000377,2026-01-01,none,0.6112,none,insurance,none,0.4048,0.74,0.9973,2
U000378,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.8133,0.76,0.8291,3
U000379,2026-01-01,none,0.666,none,streaming,none,0.2732,0.58,0.9888,2
U000380,2026-01-01,music,0.9999,music,music,music,0.5032,0.65,0.4913,3
U000381,2026-01-01,music,0.9999,music,music,music,1.0,0.68,0.8652,3
U000382,2026-01-01,none,0.9872,none,none,none,0.7576,0.78,0.997,3
U000383,2026-01-01,mobile,0.9065,mobile,mobile,gym,0.3051,0.67,0.4492,2
U000384,2026-01-01,gym,0.988,streaming,gym,gym,0.5206,0.68,0.8095,2
U000385,2026-01-01,cloud,0.9964,none,cloud,cloud,0.2985,0.76,0.4348,2
U000386,2026-01-01,cloud,0.9956,music,cloud,cloud,0.3764,0.55,0.5245,2
U000387,2026-01-01,insurance,0.9977,none,insurance,insurance,0.4653,0.78,0.7111,2
U000388,2026-01-01,none,0.6107,none,software,none,0.3861,0.49,0.9997,2
U000389,2026-01-01,music,0.9167,music,music,mobile,0.4293,0.63,0.5763,2
U000390,2026-01-01,none,0.9431,software,none,none,0.384,0.72,0.9998,2
U000391,2026-01-01,none,0.9129,insurance,none,none,0.4695,0.76,0.9709,2
U000392,2026-01-01,none,0.4873,streaming,cloud,none,0.3529,0.58,0.8593,1
U000393,2026-01-01,mobile,0.9911,music,mobile,mobile,0.3687,0.62,0.3994,2
U000394,2026-01-01,music,0.9687,music,music,none,0.6304,0.86,0.9464,2
U000395,2026-01-01,music,0.9999,music,music,music,0.3178,0.66,0.4599,3
U000396,2026-01-01,gym,0.9996,gym,gym,gym,0.8195,0.68,0.8253,3
U000397,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.5,0.78,0.8133,3
U000398,2026-01-01,streaming,0.9965,none,streaming,streaming,0.85,0.62,0.7182,2
U000399,2026-01-01,streaming,0.9475,streaming,streaming,none,0.3418,0.59,0.3846,2
U000400,2026-01-01,mobile,0.9948,none,mobile,mobile,0.3581,0.76,0.4489,2
U000401,2026-01-01,cloud,0.8893,cloud,cloud,none,0.3725,0.53,0.996,2
U000402,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.3508,0.78,0.6937,3
U000403,2026-01-01,cloud,0.9964,none,cloud,cloud,0.3675,0.43,0.3199,2
U000404,2026-01-01,insurance,0.9962,streaming,insurance,insurance,0.3366,0.68,0.5561,2
U000405,2026-01-01,gym,0.629,music,cloud,gym,0.2723,0.62,0.5493,1
U000406,2026-01-01,mobile,0.9921,mobile,none,mobile,1.0,0.64,0.7092,2
U000407,2026-01-01,none,0.6107,none,software,none,0.6075,0.62,0.9994,2
U000408,2026-01-01,gym,0.99,none,gym,gym,0.3303,0.58,0.4823,2
U000409,2026-01-01,insurance,0.9365,insurance,insurance,none,0.4471,0.86,0.3027,2
U000410,2026-01-01,software,0.8578,software,software,none,0.4266,0.5700000000000001,0.6867,2
U000411,2026-01-01,streaming,0.9962,gym,streaming,streaming,0.3545,0.5700000000000001,0.6352,2
U000412,2026-01-01,mobile,0.5236,cloud,mobile,gym,0.3495,0.76,0.4632,1
U000413,2026-01-01,insurance,0.8337,none,none,insurance,0.4767,0.42,0.6767,1
U000414,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.7092,0.61,0.8545,3
U000415,2026-01-01,gym,0.987,insurance,gym,gym,0.2373,0.46,0.5624,2
U000416,2026-01-01,none,0.9872,none,none,none,0.7576,0.8200000000000001,0.9248,3
U000417,2026-01-01,none,0.9872,none,none,none,0.8333,0.77,0.9897,3
U000418,2026-01-01,software,0.9996,software,software,software,0.4331,0.53,0.809,3
U000419,2026-01-01,none,0.8789,cloud,none,none,0.4699,0.52,0.9991,2
U000420,2026-01-01,none,0.8525,none,mobile,none,0.5696,0.44,0.9323,2
U000421,2026-01-01,none,0.9872,none,none,none,0.7576,0.8200000000000001,0.9336,3
U000422,2026-01-01,insurance,0.7536,mobile,gym,insurance,0.3526,0.5700000000000001,0.4568,1
U000423,2026-01-01,cloud,0.9956,music,cloud,cloud,0.4448,0.56,0.6758,2
U000424,2026-01-01,software,0.9996,software,software,software,0.7053,0.68,0.5396,3
U000425,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.4502,0.76,0.6815,3
U000426,2026-01-01,none,0.7063,software,mobile,none,0.3212,0.56,0.9935,1
U000427,2026-01-01,gym,0.9996,gym,gym,gym,0.5,0.78,0.8646,3
U000428,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.3986,0.66,0.6227,3
U000429,2026-01-01,streaming,0.9944,mobile,streaming,streaming,0.4872,0.6900000000000001,0.6035,2
U000430,2026-01-01,music,0.9999,music,music,music,0.4057,0.56,0.9231,3
U000431,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.716,0.66,0.4591,3
U000432,2026-01-01,music,0.9348,music,music,cloud,0.2966,0.62,0.3093,2
U000433,2026-01-01,insurance,0.9977,none,insurance,insurance,0.3597,0.62,0.5261,2
U000434,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.5123,0.76,0.9212,3
U000435,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.4696,0.68,0.642,3
U000436,2026-01-01,cloud,0.9964,none,cloud,cloud,0.3156,0.44,0.7806,2
U000437,2026-01-01,music,0.9687,music,music,none,0.3441,0.72,0.8047,2
U000438,2026-01-01,mobile,0.9892,streaming,mobile,mobile,0.2753,0.58,0.5503,2
U000439,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.422,0.78,0.8962,3
U000440,2026-01-01,mobile,0.9892,streaming,mobile,mobile,0.5496,0.78,0.6268,2
U000441,2026-01-01,music,0.9932,streaming,music,music,0.4271,0.68,0.4944,2
U000442,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.5462,0.72,0.449,3
U000443,2026-01-01,none,0.9872,none,none,none,0.7576,0.68,0.9327,3
U000444,2026-01-01,gym,0.9891,cloud,gym,gym,0.6295,0.66,0.4638,2
U000445,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.7207,0.78,0.9143,3
U000446,2026-01-01,mobile,0.6311,none,insurance,mobile,0.2771,0.68,0.4775,1
U000447,2026-01-01,gym,0.988,streaming,gym,gym,0.6809,0.68,0.5463,2
U000448,2026-01-01,streaming,0.9475,streaming,streaming,none,0.3337,0.48,0.9692,2
U000449,2026-01-01,mobile,0.9921,mobile,none,mobile,0.3896,0.58,0.5266,2
U000450,2026-01-01,gym,0.9891,cloud,gym,gym,0.6084,0.62,0.4764,2
U000451,2026-01-01,cloud,0.8433,software,none,cloud,0.5119,0.63,0.4193,1
U000452,2026-01-01,none,0.946,gym,none,none,0.4449,0.64,0.9088,2
U000453,2026-01-01,none,0.8561,music,none,none,0.5714,0.74,0.9815,2
U000454,2026-01-01,music,0.9999,music,music,music,0.604,0.75,0.8269,3
U000455,2026-01-01,software,0.9973,none,software,software,0.584,0.68,0.3645,2
U000456,2026-01-01,none,0.6112,none,insurance,none,0.4767,0.62,0.9667,2
U000457,2026-01-01,insurance,0.9977,none,insurance,insurance,0.7465,0.75,0.747,2
U000458,2026-01-01,software,0.9903,mobile,software,software,0.4514,0.68,0.5046,2
U000459,2026-01-01,streaming,0.4869,none,insurance,streaming,0.2807,0.55,0.3966,1
U000460,2026-01-01,none,0.8525,none,mobile,none,0.355,0.59,0.8504,2
U000461,2026-01-01,none,0.6107,none,software,none,0.3947,0.68,0.9981,2
U000462,2026-01-01,mobile,0.8277,mobile,mobile,none,0.3172,0.66,0.9115,2
U000463,2026-01-01,gym,0.854,gym,software,gym,0.6751,0.5700000000000001,0.3978,2
U000464,2026-01-01,software,0.5935,none,software,gym,0.4561,0.5700000000000001,0.6062,1
U000465,2026-01-01,streaming,0.9475,streaming,streaming,none,0.4723,0.78,0.9195,2
U000466,2026-01-01,none,0.9872,none,none,none,0.8333,0.77,0.9914,3
U000467,2026-01-01,insurance,0.9365,insurance,insurance,none,0.6699,0.76,0.7649,2
U000468,2026-01-01,mobile,0.8286,mobile,mobile,streaming,0.3034,0.68,0.5914,2
U000469,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.8591,0.78,0.8736,3
U000470,2026-01-01,none,0.666,none,streaming,none,0.4504,0.68,0.5133,2
U000471,2026-01-01,none,0.9872,none,none,none,0.7576,0.8300000000000001,0.9874,3
U000472,2026-01-01,music,0.9999,music,music,music,0.8512,0.78,0.8608,3
U000473,2026-01-01,none,0.9186,mobile,none,none,1.0,0.58,0.5278,2
U000474,2026-01-01,none,0.8525,none,mobile,none,0.4175,0.61,0.6222,2
U000475,2026-01-01,software,0.9971,gym,software,software,0.4841,0.78,0.8152,2
U000476,2026-01-01,none,0.6107,none,software,none,0.8,0.62,0.9986,2
U000477,2026-01-01,streaming,0.6852,none,none,streaming,0.4488,0.72,0.5418,1
U000478,2026-01-01,none,0.8343,none,cloud,none,0.5341,0.48,0.69,2
U000479,2026-01-01,mobile,0.9408,mobile,insurance,mobile,0.4047,0.5700000000000001,0.5172,2
U000480,2026-01-01,streaming,0.643,gym,streaming,none,0.7278,0.43,0.8144,1
U000481,2026-01-01,insurance,0.9316,insurance,streaming,insurance,0.3563,0.68,0.429,2
U000482,2026-01-01,none,0.9872,none,none,none,0.7576,0.72,0.9458,3
U000483,2026-01-01,cloud,0.9964,none,cloud,cloud,1.0,0.58,0.895,2
U000484,2026-01-01,cloud,0.9573,cloud,streaming,cloud,0.4526,0.53,0.4976,2
U000485,2026-01-01,streaming,0.9965,none,streaming,streaming,0.7,0.66,0.9115,2
U000486,2026-01-01,none,0.8343,none,cloud,none,0.3892,0.73,0.4459,2
U000487,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.7537,0.5700000000000001,0.9221,3
U000488,2026-01-01,music,0.9167,music,music,mobile,0.4759,0.72,0.804,2
U000489,2026-01-01,none,0.666,none,streaming,none,0.7576,0.43,0.995,2
U000490,2026-01-01,music,0.9999,music,music,music,0.3724,0.68,0.7633,3
U000491,2026-01-01,software,0.9996,software,software,software,0.8,0.6900000000000001,0.8821,3
U000492,2026-01-01,none,0.9872,none,none,none,0.3203,0.49,0.9954,3
U000493,2026-01-01,none,0.6107,none,software,none,0.4937,0.53,0.9961,2
U000494,2026-01-01,none,0.9872,none,none,none,0.5999,0.66,0.9895,3
U000495,2026-01-01,music,0.9932,streaming,music,music,0.3886,0.78,0.7039,2
U000496,2026-01-01,software,0.795,none,none,software,0.7512,0.5700000000000001,0.912,1
U000497,2026-01-01,music,0.8934,music,cloud,music,0.2921,0.52,0.3018,2
U000498,2026-01-01,mobile,0.6653,cloud,mobile,music,0.2457,0.67,0.3707,1
U000499,2026-01-01,none,0.9872,none,none,none,0.2492,0.65,0.9977,3
U000500,2026-01-01,cloud,0.9573,cloud,streaming,cloud,0.3976,0.68,0.4774,2
U000501,2026-01-01,software,0.9973,none,software,software,0.4295,0.72,0.4695,2
U000502,2026-01-01,none,0.9872,none,none,none,0.7576,0.8200000000000001,0.9163,3
U000503,2026-01-01,gym,0.988,streaming,gym,gym,0.4071,0.68,0.5309,2
U000504,2026-01-01,streaming,0.9965,none,streaming,streaming,0.7,0.76,0.9041,2
U000505,2026-01-01,gym,0.9996,gym,gym,gym,0.5215,0.78,0.7496,3
U000506,2026-01-01,mobile,0.8649,mobile,music,mobile,0.2939,0.56,0.3768,2
U000507,2026-01-01,none,0.9872,none,none,none,0.3647,0.5700000000000001,0.9999,3
U000508,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.5,0.76,0.7678,3
U000509,2026-01-01,software,0.9951,streaming,software,software,0.469,0.66,0.4982,2
U000510,2026-01-01,music,0.9728,music,gym,music,0.3383,0.58,0.5075,2
U000511,2026-01-01,streaming,0.4869,none,insurance,streaming,0.3892,0.56,0.5194,1
U000512,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.4291,0.72,0.5888,3
U000513,2026-01-01,none,0.8834,streaming,none,none,0.6413,0.68,0.7855,2
U000514,2026-01-01,software,0.9973,none,software,software,0.3629,0.66,0.5845,2
U000515,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.7173,0.84,0.4797,3
U000516,2026-01-01,cloud,0.9964,none,cloud,cloud,0.2591,0.56,0.2818,2
U000517,2026-01-01,gym,0.99,none,gym,gym,0.461,0.84,0.5889,2
U000518,2026-01-01,music,0.9999,music,music,music,0.3553,0.59,0.3056,3
U000519,2026-01-01,cloud,0.8492,cloud,cloud,streaming,0.3282,0.62,0.3811,2
U000520,2026-01-01,music,0.9999,music,music,music,0.7868,0.8200000000000001,0.8183,3
U000521,2026-01-01,mobile,0.9877,cloud,mobile,mobile,0.5884,0.58,0.4146,2
U000522,2026-01-01,cloud,0.9695,cloud,cloud,mobile,0.5661,0.62,0.511,2
U000523,2026-01-01,software,0.7633,none,gym,software,0.3839,0.64,0.6003,1
U000524,2026-01-01,none,0.4327,insurance,gym,none,0.5773,0.58,0.5001,1
U000525,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.5856,0.87,0.4184,3
U000526,2026-01-01,none,0.8525,none,mobile,none,0.4047,0.68,0.9466,2
U000527,2026-01-01,insurance,0.9242,insurance,music,insurance,0.3167,0.56,0.555,2
U000528,2026-01-01,cloud,0.8435,none,none,cloud,0.5297,0.63,0.8188,1
U000529,2026-01-01,none,0.8193,none,gym,none,0.6667,0.68,0.951,2
U000530,2026-01-01,software,0.9951,streaming,software,software,0.2569,0.59,0.421,2
U000531,2026-01-01,mobile,0.989,insurance,mobile,mobile,0.5,0.8200000000000001,0.8996,2
U000532,2026-01-01,mobile,0.986,gym,mobile,mobile,0.2811,0.62,0.4275,2
U000533,2026-01-01,none,0.946,gym,none,none,0.4918,0.68,0.937,2
U000534,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.9097,0.78,0.6504,3
U000535,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.3145,0.68,0.6067,3
U000536,2026-01-01,cloud,0.7879,none,mobile,cloud,0.3449,0.53,0.6653,1
U000537,2026-01-01,mobile,0.9997,mobile,mobile,mobile,1.0,0.78,0.8822,3
U000538,2026-01-01,software,0.795,none,none,software,0.4735,0.62,0.4766,1
U000539,2026-01-01,gym,0.9785,mobile,gym,gym,0.3739,0.72,0.4645,2
U000540,2026-01-01,none,0.9872,none,none,none,0.5634,0.68,0.9547,3
U000541,2026-01-01,insurance,0.7208,music,none,insurance,0.3339,0.72,0.5579,1
U000542,2026-01-01,gym,0.987,insurance,gym,gym,0.4005,0.72,0.7888,2
U000543,2026-01-01,none,0.8525,none,mobile,none,0.4876,0.61,0.9512,2
U000544,2026-01-01,mobile,0.8506,mobile,mobile,insurance,0.2968,0.5700000000000001,0.2919,2
U000545,2026-01-01,gym,0.99,none,gym,gym,0.2977,0.65,0.5562,2
U000546,2026-01-01,insurance,0.5265,mobile,music,insurance,0.3599,0.61,0.4046,1
U000547,2026-01-01,mobile,0.87,mobile,mobile,software,0.4019,0.67,0.4999,2
U000548,2026-01-01,streaming,0.9998,streaming,streaming,streaming,1.0,0.78,0.9056,3
U000549,2026-01-01,none,0.9186,mobile,none,none,0.429,0.61,0.5212,2
U000550,2026-01-01,cloud,0.7747,music,mobile,cloud,0.2952,0.56,0.4033,1
U000551,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.3579,0.68,0.791,3
U000552,2026-01-01,insurance,0.9934,mobile,insurance,insurance,0.5658,0.8200000000000001,0.8,2
U000553,2026-01-01,insurance,0.6096,none,streaming,insurance,0.4672,0.72,0.5453,1
U000554,2026-01-01,none,0.8789,cloud,none,none,0.5,0.72,0.6172,2
U000555,2026-01-01,streaming,0.4868,none,gym,streaming,0.2862,0.68,0.4113,1
U000556,2026-01-01,gym,0.9996,gym,gym,gym,0.9908,0.77,0.8053,3
U000557,2026-01-01,cloud,0.9573,cloud,streaming,cloud,0.5994,0.54,0.6078,2
U000558,2026-01-01,none,0.9872,none,none,none,0.3497,0.71,0.9811,3
U000559,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.5456,0.87,0.7988,3
U000560,2026-01-01,software,0.9996,software,software,software,0.6132,0.6900000000000001,0.588,3
U000561,2026-01-01,none,0.8525,none,mobile,none,0.3846,0.78,0.4333,2
U000562,2026-01-01,cloud,0.9964,none,cloud,cloud,0.4193,0.58,0.3922,2
U000563,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.4547,0.78,0.8545,3
U000564,2026-01-01,cloud,0.9964,none,cloud,cloud,0.6946,0.58,0.476,2
U000565,2026-01-01,music,0.9952,none,music,music,0.3378,0.76,0.4671,2
U000566,2026-01-01,mobile,0.9877,cloud,mobile,mobile,0.4624,0.56,0.574,2
U000567,2026-01-01,insurance,0.9977,none,insurance,insurance,0.3835,0.59,0.4209,2
U000568,2026-01-01,none,0.7063,software,mobile,none,0.3634,0.56,0.5191,1
U000569,2026-01-01,mobile,0.8277,mobile,mobile,none,0.6228,0.64,0.6582,2
U000570,2026-01-01,music,0.9687,music,music,none,0.5,0.59,0.7725,2
U000571,2026-01-01,none,0.9186,mobile,none,none,0.8871,0.68,0.9808,2
U000572,2026-01-01,streaming,0.9998,streaming,streaming,streaming,1.0,0.8200000000000001,0.9416,3
U000573,2026-01-01,gym,0.99,none,gym,gym,0.3198,0.54,0.2955,2
U000574,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.8565,0.75,0.8506,3
U000575,2026-01-01,insurance,0.969,insurance,cloud,insurance,0.3412,0.56,0.386,2
U000576,2026-01-01,gym,0.4833,none,cloud,gym,0.3057,0.56,0.4813,1
U000577,2026-01-01,mobile,0.9892,streaming,mobile,mobile,0.3785,0.76,0.5324,2
U000578,2026-01-01,insurance,0.8847,insurance,insurance,music,0.3916,0.58,0.4422,2
U000579,2026-01-01,music,0.9999,music,music,music,0.5016,0.72,0.7034,3
U000580,2026-01-01,cloud,0.9964,none,cloud,cloud,0.4176,0.56,0.5549,2
U000581,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.2777,0.67,0.5756,3
U000582,2026-01-01,mobile,0.9948,none,mobile,mobile,0.4031,0.56,0.6812,2
U000583,2026-01-01,software,0.9611,software,gym,software,0.3956,0.62,0.5905,2
U000584,2026-01-01,none,0.4682,mobile,software,none,0.4676,0.53,0.9983,1
U000585,2026-01-01,software,0.9971,gym,software,software,0.3819,0.78,0.4945,2
U000586,2026-01-01,insurance,0.9919,music,insurance,insurance,0.321,0.6900000000000001,0.4533,2
U000587,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.4682,0.8200000000000001,0.8466,3
U000588,2026-01-01,none,0.8834,streaming,none,none,0.5764,0.61,0.8377,2
U000589,2026-01-01,none,0.9872,none,none,none,0.7576,0.78,0.7548,3
U000590,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.3638,0.56,0.4257,3
U000591,2026-01-01,mobile,0.9948,none,mobile,mobile,0.4101,0.6900000000000001,0.5147,2
U000592,2026-01-01,cloud,0.8592,cloud,cloud,gym,0.7748,0.6900000000000001,0.3866,2
